City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,taloqan,36.7361,69.5345,51.31,42,1,1.45,AF,1633652237
368,svobodnyy,51.4,128.1333,39.63,69,13,4.92,RU,1633652237
369,nome,64.5011,-165.4064,39.27,87,75,9.22,US,1633652237
370,bathsheba,13.2167,-59.5167,83.01,83,75,23.02,BB,1633652238
371,ust-kuyga,70.0167,135.6,25.75,72,100,10.29,RU,1633652238
372,rockford,42.2711,-89.094,70.14,78,75,4.61,US,1633652190
373,paamiut,61.994,-49.6678,36.16,67,0,9.37,GL,1633652239
374,portree,57.4129,-6.1942,59.86,97,98,8.84,GB,1633652240
375,camacha,33.0833,-16.3333,67.42,73,40,5.75,PT,1633652240
376,vao,-22.6667,167.4833,69.17,63,63,12.55,NC,1633652241
377,dhidhdhoo,6.8833,73.1,82.13,80,71,18.16,MV,1633652241
378,bulungu,-4.55,18.6,71.85,89,35,0.83,CD,1633652241
379,seoul,37.5683,126.9778,67.44,81,100,1.57,KR,1633652032
380,aklavik,68.2191,-135.0107,34.63,84,76,3.31,CA,1633652242
381,warin chamrap,15.1932,104.8628,78.62,94,97,6.91,TH,1633652243
382,roald,62.5833,6.1333,56.08,94,90,11.5,NO,1633652243
383,becerril,9.7041,-73.2793,78.85,82,93,4.38,CO,1633652244
384,rock sound,24.9,-76.2,82.76,69,14,15.68,BS,1633652244
385,ndola,-12.9587,28.6366,64.22,44,56,6.33,ZM,1633652245
386,caucaia,-3.7361,-38.6531,81.03,78,75,11.5,BR,1633652245
387,novopokrovka,49.8425,36.5477,37.78,50,49,8.48,UA,1633652246
388,salta,-24.7859,-65.4117,62.89,69,40,4.61,AR,1633652246
389,muroto,33.2833,134.15,80.64,69,96,7.16,JP,1633652247
390,veracruz,19.3333,-96.6667,77.86,85,93,0.81,MX,1633652247
391,olot,42.181,2.4901,60.1,84,16,1.99,ES,1633652247
392,sao joaquim da barra,-20.5814,-47.8547,69.12,68,93,9.1,BR,1633652047
393,fort nelson,58.8053,-122.7002,47.79,43,75,6.91,CA,1633652248
394,parkes,-33.1333,148.1833,64.15,37,42,1.32,AU,1633652249
395,cidreira,-30.1811,-50.2056,59.43,67,7,8.61,BR,1633652249
396,pangkalanbuun,-2.6833,111.6167,79.29,86,28,2.21,ID,1633652250
397,tigil,57.8,158.6667,37.04,66,98,13.87,RU,1633652251
398,jiblah,13.9216,44.1467,66.63,66,100,0.13,YE,1633652251
399,soyo,-6.1349,12.3689,75.83,84,71,8.86,AO,1633652251
400,kushima,31.4583,131.2333,80.64,68,75,8.52,JP,1633652252
401,warmbad,-28.45,18.7333,55.53,41,0,5.68,NA,1633652252
402,mount gambier,-37.8333,140.7667,56.66,60,100,11.1,AU,1633652253
403,piet retief,-27.0071,30.8132,56.97,84,100,12.33,ZA,1633652253
404,tinskoy,56.1525,96.9161,34.5,96,100,12.03,RU,1633652254
405,baihar,22.1,80.55,70.43,90,18,1.3,IN,1633652254
406,realeza,-25.7689,-53.5325,67.06,95,62,3.18,BR,1633652255
407,severnoye,56.3491,78.3619,39.72,93,100,5.99,RU,1633652255
408,ishigaki,24.3448,124.1572,86.13,74,75,13.8,JP,1633652256
409,rincon,32.296,-81.2354,79.86,90,75,6.91,US,1633652178
410,shieli,44.1667,66.75,42.28,39,25,21.43,KZ,1633652256
411,palora,-1.7,-77.9333,66.96,94,93,0.89,EC,1633652257
412,oranjemund,-28.55,16.4333,54.61,93,32,3.29,NA,1633652257
413,vila,42.0304,-8.1588,57.33,89,19,3.2,PT,1633652258
414,susangerd,31.5608,48.1831,78.82,17,0,12.08,IR,1633652258
415,semirom,31.4167,51.5667,51.57,42,0,3.13,IR,1633652259
416,hirara,24.8,125.2833,85.86,74,20,13.8,JP,1633652259
417,fortuna,40.5982,-124.1573,64.18,60,91,3.0,US,1633652260
418,taiyuan,37.8694,112.5603,51.66,82,0,2.24,CN,1633652260
419,isangel,-19.55,169.2667,80.71,57,20,13.8,VU,1633652260
420,acarau,-2.8856,-40.12,79.21,85,100,13.49,BR,1633652261
421,mount pleasant,32.7941,-79.8626,76.3,92,1,3.0,US,1633652164
422,mandalgovi,45.7625,106.2708,43.38,63,84,1.83,MN,1633652262
423,bira,49.0,132.4667,45.37,70,56,4.5,RU,1633652262
424,bashtanka,47.4072,32.4387,42.17,39,6,13.35,UA,1633652263
425,salalah,17.0151,54.0924,78.89,94,40,3.44,OM,1633652240
426,macusani,-14.0833,-70.4333,40.41,83,88,2.59,PE,1633652263
427,berdigestyakh,62.0989,126.6992,32.02,91,100,8.14,RU,1633652264
428,muli,2.9167,73.5667,82.13,78,35,13.27,MV,1633652264
429,dwarka,22.2394,68.9678,82.06,79,35,7.9,IN,1633652265
430,amalapuram,16.5833,82.0167,75.72,96,7,2.01,IN,1633652265
431,zdounky,49.2277,17.319,50.63,84,96,5.77,CZ,1633652266
432,russell,32.3502,-85.1999,76.28,93,90,0.0,US,1633652266
433,turayf,31.6725,38.6637,68.25,40,0,11.5,SA,1633652266
434,rio claro,-22.4114,-47.5614,58.8,80,100,11.88,BR,1633652010
435,magistralnyy,56.1725,107.4458,32.09,89,100,5.59,RU,1633652267
436,longonjo,-12.9067,15.2533,67.53,71,51,2.77,AO,1633652268
437,hermosillo,29.0667,-110.9667,96.39,16,75,5.01,MX,1633652268
438,morgan city,29.6994,-91.2068,80.04,88,40,3.44,US,1633652268
439,awassa,7.05,38.4667,60.37,94,99,1.68,ET,1633652269
440,ostersund,63.1792,14.6357,43.61,87,94,10.36,SE,1633652269
441,kourou,5.1552,-52.6478,83.1,77,66,9.89,GF,1633652270
442,sola,-13.8833,167.55,80.73,78,28,19.6,VU,1633652270
443,teya,60.3778,92.6267,36.28,98,100,5.08,RU,1633652271
444,naryan-mar,67.6713,53.087,46.9,87,100,27.0,RU,1633652271
445,kasangulu,-4.5911,15.1708,74.73,88,100,6.33,CD,1633652272
446,kabo,7.6994,18.629,71.98,95,85,1.01,CF,1633652272
447,beaufort,5.3473,115.7455,84.36,93,99,1.77,MY,1633652273
448,torbay,47.6666,-52.7314,50.27,82,75,5.75,CA,1633652145
449,ouahigouya,13.5828,-2.4216,87.57,32,20,5.79,BF,1633652274
450,quelimane,-17.8786,36.8883,73.35,78,20,2.3,MZ,1633652274
451,nalut,30.3333,10.85,69.51,59,0,13.2,LY,1633652274
452,goundam,16.4145,-3.6708,92.61,15,15,6.33,ML,1633652275
453,creel,27.75,-107.6333,67.37,39,10,9.35,MX,1633652276
454,migori,-1.0634,34.4731,66.07,79,95,3.83,KE,1633652276
455,ukiah,39.1502,-123.2078,70.52,42,1,4.61,US,1633652012
456,houston,29.7633,-95.3633,85.1,50,1,1.99,US,1633652103
457,morristown,36.214,-83.2949,71.08,77,90,0.0,US,1633652277
458,lasa,46.6166,10.7002,47.28,88,80,5.17,IT,1633652277
459,zabid,14.1951,43.3152,87.58,67,94,6.69,YE,1633652278
460,novokayakent,42.3937,47.9861,50.11,74,100,5.99,RU,1633652278
461,nelson bay,-32.7167,152.15,67.75,63,100,7.31,AU,1633652279
462,torrelavega,43.3494,-4.0479,60.8,94,28,4.0,ES,1633652279
463,hattiesburg,31.3271,-89.2903,74.44,89,1,0.0,US,1633652280
464,camara de lobos,32.6333,-16.9667,71.13,88,20,5.99,PT,1633652280
465,tura,25.5198,90.2201,75.78,82,89,1.81,IN,1633652281
466,brokopondo,4.75,-55.1667,79.12,85,76,7.2,SR,1633652281
467,port hardy,50.6996,-127.4199,50.0,87,90,13.8,CA,1633652282
468,bulawayo,-20.15,28.5833,63.32,68,40,7.49,ZW,1633652282
469,lieksa,63.3167,30.0167,48.02,88,85,14.38,FI,1633652283
470,mbarara,-0.608,30.65,63.64,74,21,4.05,UG,1633652283
471,coquimbo,-29.9533,-71.3436,56.93,71,90,8.05,CL,1633652009
472,gannan,47.9147,123.5031,49.14,52,44,2.62,CN,1633652284
473,puro,12.4841,123.3827,81.05,82,100,6.91,PH,1633652284
474,narrabri,-30.3167,149.7833,74.41,44,6,6.87,AU,1633652285
475,staryy nadym,65.6118,72.6842,44.15,87,100,15.75,RU,1633652285
476,frontera,26.9333,-101.45,89.35,33,1,12.66,MX,1633652286
477,waingapu,-9.6567,120.2641,81.23,66,65,1.99,ID,1633652101
478,ugoofaaru,5.6667,73.0,81.88,79,64,16.67,MV,1633652286
479,college,64.8569,-147.8028,39.15,94,90,4.61,US,1633652287
480,kariba,-16.5167,28.8,73.0,48,70,5.44,ZW,1633652287
481,tekkali,18.6167,84.2333,77.52,90,18,4.52,IN,1633652288
482,vardo,70.3705,31.1107,39.61,77,75,33.15,NO,1633652289
483,tiruchchendur,8.4833,78.1167,80.96,78,80,19.64,IN,1633652290
484,neryungri,56.6709,124.6491,30.88,76,100,2.95,RU,1633652290
485,batsfjord,70.6345,29.7185,38.03,88,78,30.78,NO,1633652291
486,tessalit,20.1986,1.0114,84.74,14,2,10.87,ML,1633652291
487,birmitrapur,22.4,84.7667,79.2,74,100,2.51,IN,1633652292
488,carmarthen,51.8555,-4.3054,61.5,94,20,11.5,GB,1633652292
489,sabha,27.0377,14.4283,76.3,21,0,7.85,LY,1633652293
490,kristiinankaupunki,62.2743,21.376,47.98,93,86,7.25,FI,1633652293
491,henties bay,-22.116,14.2845,53.85,83,0,7.43,NA,1633652294
492,meadow lake,34.8014,-106.5436,77.32,34,67,5.97,US,1633652294
493,ancud,-41.8697,-73.8203,49.53,87,0,4.47,CL,1633652294
494,namibe,-15.1961,12.1522,64.31,72,4,6.46,AO,1633652295
495,manzhouli,49.6,117.4333,42.94,50,98,7.27,CN,1633652296
496,mbini,1.574,9.6134,76.32,88,100,1.7,GQ,1633652296
497,mareeba,-17.0,145.4333,83.48,35,22,8.68,AU,1633652297
498,cravo norte,6.3017,-70.2041,78.48,83,93,3.31,CO,1633652297
499,champerico,14.3,-91.9167,83.35,76,51,4.72,GT,1633652298
500,ngama,11.7833,17.1667,81.99,33,21,2.68,TD,1633652298
501,uige,-7.6087,15.0613,68.7,97,65,1.59,AO,1633652299
502,wanlaweyn,2.6185,44.8938,75.31,81,92,10.45,SO,1633652242
503,grindavik,63.8424,-22.4338,48.67,100,90,19.57,IS,1633652299
504,buala,-8.145,159.5921,85.1,70,12,8.28,SB,1633652300
505,labuhan,-6.8844,112.2051,80.15,65,5,9.06,ID,1633652300
506,lewisporte,49.2499,-55.0482,50.13,73,95,5.3,CA,1633652301
507,zonguldak,41.25,31.8333,46.56,92,6,2.71,TR,1633652302
508,pathein,16.7833,94.7333,77.5,93,87,2.19,MM,1633652302
509,alamosa,37.4695,-105.87,64.38,34,1,11.5,US,1633652303
510,chester,40.1254,-75.8749,67.15,93,20,0.0,US,1633652158
511,niteroi,-22.8833,-43.1036,69.58,86,90,16.11,BR,1633652304
512,barra do garcas,-15.89,-52.2567,84.78,54,0,5.75,BR,1633652304
513,vizinga,61.0749,50.1031,39.81,86,6,9.84,RU,1633652305
514,alvarado,18.7667,-95.7667,83.28,66,100,15.1,MX,1633652306
515,andros town,24.7,-77.7667,82.36,65,49,13.42,BS,1633652306
516,sestri levante,44.2732,9.3968,66.11,58,99,5.01,IT,1633652307
517,pedernales,18.0384,-71.744,82.49,71,0,3.53,DO,1633652307
518,axim,4.8699,-2.2405,76.71,89,83,4.14,GH,1633652308
519,ewa beach,21.3156,-158.0072,87.75,48,40,14.97,US,1633652118
520,southborough,42.3056,-71.5245,62.53,88,1,3.58,US,1633652309
521,samarai,-10.6167,150.6667,81.93,78,97,10.54,PG,1633652310
522,minas,-34.3759,-55.2377,45.52,88,8,8.25,UY,1633652126
523,palmer,42.1584,-72.3287,62.02,79,0,2.48,US,1633652311
524,svetlogorsk,52.6333,29.7333,36.9,64,57,5.79,BY,1633652311
525,sindou,10.6667,-5.1667,78.93,70,99,3.06,BF,1633652311
526,ciudad bolivar,8.1222,-63.5497,83.62,68,96,8.59,VE,1633652312
527,japura,-0.3167,102.35,75.97,94,97,1.32,ID,1633652312
528,doha,25.2867,51.5333,84.18,79,0,3.44,QA,1633652313
529,port blair,11.6667,92.75,78.19,91,100,13.33,IN,1633652313
530,poum,-20.2333,164.0167,73.85,65,21,5.44,NC,1633652314
531,morondava,-20.2833,44.2833,73.85,55,0,15.68,MG,1633652315
532,santa cruz,-17.8,-63.1667,74.66,60,40,5.75,BO,1633652315
533,san carlos de bariloche,-41.1456,-71.3082,47.95,31,0,4.61,AR,1633652316
534,jalu,29.0331,21.5482,72.63,32,0,6.29,LY,1633652316
535,ranir bazar,23.8333,91.3667,76.91,100,75,0.0,IN,1633652317
536,hoquiam,46.9809,-123.8893,59.86,63,1,11.5,US,1633652317
537,bilibino,68.0546,166.4372,10.54,90,49,2.39,RU,1633652318
538,matai,-8.3,31.5167,61.63,57,33,7.18,TZ,1633652318
539,never,46.9896,3.159,49.75,92,26,6.06,FR,1633652319
540,saint-pierre,-21.3393,55.4781,65.88,72,40,10.36,RE,1633652319
541,guarapari,-20.6667,-40.4975,75.09,93,82,14.03,BR,1633652320
542,tiznit,29.5833,-9.5,66.56,55,6,1.81,MA,1633652320
543,amga,60.8953,131.9608,31.53,91,100,7.61,RU,1633652321
544,sakaiminato,35.55,133.2333,75.18,73,20,3.44,JP,1633652321
545,hovd,48.0056,91.6419,30.38,38,92,5.3,MN,1633652322
546,swansea,51.6208,-3.9432,61.45,90,69,5.86,GB,1633652322
547,mosquera,4.7059,-74.2302,59.09,58,40,4.61,CO,1633652259
548,warrnambool,-38.3833,142.4833,56.8,65,100,14.29,AU,1633652323
549,bilma,18.6853,12.9164,80.24,20,0,4.9,NE,1633652323
550,scottsbluff,41.8666,-103.6672,79.03,32,1,1.01,US,1633652324
551,alugan,12.2188,125.4808,76.77,92,100,10.92,PH,1633652324
552,ramotswa,-24.8716,25.8699,65.55,82,85,11.61,BW,1633652325
553,aswan,24.0934,32.907,76.55,29,0,9.98,EG,1633652325
554,bauchi,10.5,10.0,74.7,79,49,4.88,NG,1633652326
555,sale,34.0389,-6.8166,68.63,100,75,4.61,MA,1633652326
556,sedalia,38.7045,-93.2283,71.92,77,75,3.44,US,1633652167
